avgDeathsPerYear,TARGET_deathRate,medIncome,popEst2015,povertyPercent,MedianAge,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctBachDeg18_24,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,BirthRate
65,244.9,40122,22378,19.5,36.9,2.53,35.3,31.5,5.2,8.1,52.4,12.8,5.969289827
165,194.5,40065,79812,25,28.7,2.37,35.6,5.4,10.7,19.9,53.1,8,5.96087761
41,155.2,72510,41764,9.8,33.3,3.27,53.3,21.6,8,17.6,69.8,7.5,6.93416809
321,191.9,48440,182385,16.7,32.8,2.5,41.1,9.4,8.8,15,57.9,9.1,5.236698785
393,193.6,42567,246393,23.4,30,2.53,34.1,6.9,5.6,15.6,50.8,10.9,6.373340936
9,197.3,31620,3939,21.6,39.3,2.21,43.1,25.3,15.2,14.3,55.1,11.1,3.938223938
88,224.4,32749,32477,25.8,39.5,2.44,29.5,14.3,12,9.2,49.3,13,4.372408594
24,159.2,84213,12059,5.9,43.8,2.59,60.3,15.3,11.1,22.4,60.7,4.5,4.361370717
229,218.1,43045,96201,18.3,34.9,2.54,37.8,12.1,5.8,13.3,,11.6,5.954956101
21,193.1,34267,17403,32.4,22.3,2.57,25.3,1.7,7.2,20.7,44.8,8.8,1.039129729
406,200.2,42074,220289,25,32.9,2.33,26.2,10.7,13,21.9,58.8,10,4.888983425
235,201.2,40735,99897,20.4,38,2.29,38.7,14.2,6.4,14.8,58.5,8.3,6.673085779
63,186.6,54195,25432,10.2,40.5,2.29,47.3,7,8.4,17.1,59.7,4.8,4.609250399
64,176.1,42552,24416,16.5,42.3,2.21,43.6,6.9,11.1,18.8,56,5.6,3.909798832
169,199.3,60735,88161,13.6,38.3,2.75,50.4,13.9,6.3,16.4,59.3,8,5.719705952
688,168.1,67676,452745,8.6,35,2.63,50.1,8.8,9.3,22.2,60.4,6.1,5.841796248
58,210.5,44843,21491,14.6,38.5,2.32,47.9,19.4,7.7,11.7,57.9,4.9,7.446377985
23,162.1,46954,15052,20.1,24.6,2.37,26.2,1.5,10.2,27.1,44.5,8.5,2.181467181
59,192.8,44537,27284,13.4,37,2.47,41.3,8.9,6.7,15.3,58.8,6.7,6.642835865
21,135.7,47423,19254,19,28.9,3.24,56.9,36.5,1.6,9.1,58.7,9.6,9.861143799
60,188.3,44055,22105,16.3,44.2,2.34,52.7,23.8,2,12.9,52.4,9.6,3.801794105
296,163.9,58750,190309,14.6,35.5,2.72,53.5,20.8,5.9,18.3,58.5,6.9,6.253360451
144,154.7,49174,75644,14,39.3,2.7,52.3,24.1,5,15.2,56.8,7.5,4.217134885
235,181.3,47185,73486,16.2,50.1,2.27,50.5,20.7,4,14.8,45.3,9.9,5.956137583
771,178.2,61747,459495,9.9,37.4,2.71,52.7,17.4,6.4,17.8,58.5,8.6,5.742215991
14,194.4,45465,3944,15.5,49.5,2.31,52.4,6.6,1.8,16.3,46.2,10.4,5.205479452
240,184.1,44235,103468,20.6,41.2,2.54,51.1,20.4,2.9,9.8,49.7,10.7,6.298743004
70,157.4,51151,40534,15.5,37,2.76,58.1,18.9,1.8,12.8,59.7,6.5,4.643274854
19,161.1,39992,7582,22.4,47.7,2.39,48.2,46,2.3,11.5,38,12.2,4.978354978
86,163.5,55006,88807,17.3,29.1,3.4,49.2,28.9,2.7,10.5,60.2,7.2,8.388253538
4,115,46404,2219,14.2,49.8,2.3,61.9,11,8.5,19.6,49.1,7.4,13.55498721
149,173.1,50388,93259,15.8,32.2,3,52.3,28.7,2.1,10.7,57.1,10.1,6.92564347
189,194.6,43205,71122,19.6,42.7,2.51,47.5,20.8,4.8,9.9,45.1,14.3,5.713875529
165,143.5,59358,80593,10.3,44,2.33,59.1,14.7,4.7,20.6,48.1,9,6.113924051
91,154.9,50964,30466,14.1,55.6,2.18,53.7,25.2,8.1,21.5,43.6,9.5,5.305574211
2939,152.7,75738,2117125,11.3,37.2,2.45,49.5,12.2,19.4,29.6,64.9,6.3,5.202119227
79,170.7,38989,38033,19.9,39,2.46,45,12.4,6.3,11.8,46.3,11.7,5.803003309
94,203.8,34655,30553,24.5,46.4,2.28,51.6,21.2,2.3,7.7,42.4,13.2,3.935222672
125,149.1,60650,77390,10,39.7,2.64,54.7,9.3,11.7,19.1,59.1,6.5,4.540884719
40,178.6,41101,13801,16.5,49.3,2.3,55.1,21.7,6.4,11.1,44.6,12,3.797949107
101,178.5,43338,36377,14.8,46.4,2.3,54,16.7,5,13.6,51.6,9.2,3.887024609
70,172.2,45174,25788,14.4,46.4,2.31,54,28.3,4.2,15,52.3,7,6.088280061
229,178.6,57088,108801,9.8,41,2.45,52.1,11.7,10.6,16.1,58.8,7.8,5.808302127
76,168,50191,33161,11.6,44.3,2.33,57.5,10.4,9.7,20.2,58.5,8.4,5.055523086
940,192.1,41787,410849,21.5,39.6,2.48,44.6,19.7,5.3,12.1,49.2,13.2,4.863978687
83,196.5,39721,25164,18.5,48.9,2.3,57.2,24.9,3.5,7.6,41.2,11,6.390328152
55,195.2,33600,15431,20.9,48.3,2.1,46,15.6,2.3,12.3,42.2,9.5,2.773556231
168,151.8,55592,91636,9.7,41.7,2.46,52,12.3,9.5,18.9,59.9,6.6,5.649660209
86,168.3,43509,41540,18.5,38.9,2.45,47.1,11.3,3.8,8.6,46.5,8.5,3.748722027
111,187.5,44780,45941,16.6,42,2.5,54,14,5.1,9.6,52.1,9,6.309693152
67,155.4,39126,36380,18.7,32.8,2.51,44.3,5.8,10.3,19.2,51.4,7.2,5.373953975
100,181.6,41678,31883,14.1,48,2.3,55.7,13.6,7.5,9.5,51.9,7.8,5.169018707
435,165.5,45840,286085,20.1,31.5,2.4,38.8,5.9,12.1,20.4,57.3,9,4.499226458
110,173,48681,64223,15.2,37.9,2.72,50,17,6.6,10.6,52.8,10.4,6.91088967
93,193.4,37122,25345,19,624,2.2,52.2,25.2,2.2,10,40.4,12.1,4.012841091
41,167.6,35961,11348,17.3,53.3,2.07,51.2,21.4,6.8,13.6,43.8,9,4.683342203
105,180.1,42431,70698,28.3,26.3,2.61,34.9,5.1,5.6,15.5,55.9,11.3,3.814938787
372,193.8,46670,159494,15.4,40.5,2.48,48,16.8,4.6,13.7,50.7,10.3,5.040777373
454,171,46283,260263,18.9,34,2.47,44.3,7.1,11.2,21,59.6,9.1,4.426449927
45,200.7,40709,17260,17.4,44.4,2.38,54.4,19.9,3.4,8.2,48.7,10.4,4.369071572
965,160.2,53342,636369,15.3,34.8,2.63,49.2,13.2,12.4,21.8,63.4,7.7,5.98333118
5,113.5,40411,2168,12.7,54.5,2.1,55.6,20.8,8.9,13.5,44.8,7,7.936507937
42,213.1,30990,11424,29.2,51.5,2.53,46.6,36.9,2.4,5.6,,13.2,4.422110553
189,186.7,51510,88373,11.1,43.3,2.64,57.1,15,4.7,11.2,53,10.5,5.407671348
54,132.5,60622,21981,8.9,52.4,2.31,61.4,17.1,5,22.3,51.9,7.1,5.887253541
217,177.6,48194,98573,14.5,40.9,2.46,50,14,4.5,12.7,54,8.6,4.630064868
316,162.7,74341,187316,6.1,42.1,2.66,58.9,12.6,10,22.2,62.6,5.9,4.426612689
16,175.3,37590,6415,20.6,44.3,2.27,45.9,25.7,2.7,8.6,38.2,11.6,5.95959596
31,160.3,39359,10890,15.4,50.9,2.07,54.2,15.8,3.5,11.9,47.6,12.5,3.381147541
1809,177.8,54865,864840,12.3,40.8,2.52,49.5,13.6,9.2,15.2,58.2,9,4.707995158
72,180,37477,24461,16.6,48.2,2.28,51.1,27.8,4.8,12.3,43.6,11.5,4.046522898
141,168.7,44735,67215,15.4,39.1,2.38,46.4,6.4,8,19.1,52.1,8.1,3.31536726
82,190.2,42896,28783,16.3,45.7,2.3,54.9,24.5,1.8,12.6,52.1,10.7,5.960854093
89,177.2,41572,43067,23,35.7,2.61,44.2,8.7,2.6,13.6,48.9,12.2,4.303337477
70,185,42191,23548,14.5,47.5,2.19,52.9,19.9,2.9,11.3,52.6,8.5,5.558035714
160,154.4,51629,83632,11.9,40.9,2.45,57.2,13.1,8.8,19.4,55.6,8.5,5.762837089
39,190.2,40455,14903,16.1,43,2.52,56.8,14.1,2.4,8.8,51.2,11,4.809286899
325,182.8,57719,149568,10.4,41.7,2.55,54.1,12.5,7.2,12.2,56.4,8.3,6.102216567
137,184.5,41554,62945,20.4,40,2.59,51.3,18.2,3,8.7,49,11.2,5.831775701
37,207.6,37961,9259,15.7,54.6,2.27,51.5,32.3,3.5,6.8,36.1,16,3.263086336
379,189.2,42588,172790,20,39.1,2.56,47.4,17.9,3.7,12.6,51.5,11.9,4.97414174
120,197,41588,47948,21,42.4,2.58,55.8,21.8,4.7,9.3,48.8,10.1,5.713998795
2231,159.6,69378,1242304,10,40.8,2.47,52.4,11.7,15.1,25.4,61.4,7.5,5.31040591
54,153.3,41166,26105,20.1,42.3,2.6,57.1,30,3.2,10.6,50,8.7,4.930928626
62,177,35968,20937,21.4,49,2.22,54.7,28.6,4.7,7.5,43.2,12.4,6.505717916
22,171.1,35387,6007,17.8,55.6,2.01,57,31.1,3.8,10.8,36.7,13.7,3.276955603
60,193.7,40235,23058,20.4,42.5,2.6,51.1,23.8,1.5,8.7,47.8,10.3,4.211869815
30,199.5,33975,8251,20.5,51.3,2.27,55.7,37.1,2.6,6.7,39.7,13.2,5.041436464
64,194.7,44693,24253,13.2,44.2,2.38,56.8,20.5,8.9,13.5,54.6,8.2,3.216430924
384,142.2,60577,279955,9.1,34.7,2.74,56.6,8.8,9.6,20.9,63.8,6.1,5.371555803
44,171.8,39420,12841,16.1,53.2,2.13,59.6,16.2,11.3,10.6,40.1,13.1,3.178368121
97,201.8,35002,23898,20.7,54.4,2.06,53.8,19.4,3.1,9.1,36.2,14.2,5.928954766
439,175.3,44548,193307,17.4,40.3,2.44,45.5,15.6,5.7,13.6,51.3,11.1,5.433100881
382,189.5,50303,159875,13.8,42.8,2.47,53.7,16.7,5.1,11,54.1,10.4,4.646092865
134,178.9,43687,61018,18.5,39.2,2.59,54,25.2,4.6,9,55.6,8.6,7.077326343
102,170.6,42081,41475,14.7,44.2,2.55,53.6,17.8,3.7,7.8,50.9,10.7,5.167988801
29,213.7,39539,8173,17.6,50,2.38,52.1,16.7,0.9,9.3,40.2,15.6,4.633204633
157,184.9,47882,68619,15.3,41.5,2.49,54.9,14,3.5,10.3,,10.3,5.135520685
131,181.9,43186,53777,15.6,43.3,2.49,55.9,20.4,3.1,9.4,52.2,9.3,6.304667879
168,188.2,46715,75077,16.5,41.3,2.61,51.1,29.2,5.9,12.6,54.4,8.4,4.666419111
494,157,62861,358880,14.3,33.4,2.43,44.3,5.6,18.5,25.4,60.4,7.4,4.120270702
3927,197.9,41434,1759335,24.1,37.8,2.63,38.1,18.8,7.1,13.4,49.9,14.9,5.676241281
84,199.2,39807,33003,19,41.7,2.56,54.3,19,5.3,11.4,52,9.5,5.24857851
50,164.1,40676,15702,14.9,53.1,2.05,61.2,19.4,8,10.8,47.8,7.3,7.867412141
497,167.9,70868,344151,7.6,37.9,2.7,54.4,15.9,9.6,20,68.4,6.2,6.191392604
86,189.3,51116,33386,14.6,42.4,2.41,57.6,18.5,6.5,15.6,61.5,3.5,5.235358086
79,162.6,43706,45672,18.5,33.3,2.59,44.2,12.8,6.9,17.4,58.5,10.6,6.561704535
63,155.3,52531,39710,13.6,35.4,2.45,50.6,12.6,8,15.2,66,6.7,7.207014542
169,182.1,51576,81251,16.6,39.4,2.32,46.3,12,9.2,11.9,51.9,6.9,4.275633043
159,171.5,55047,61509,11.6,46.6,2.37,49.3,16.9,11.6,14.4,57.7,6.7,3.458303859
100,181.4,48357,48494,13.8,36.1,2.54,42.2,3.5,7.2,13.4,59.6,6.1,3.084671073
116,160.7,45860,46053,14.4,46.4,2.31,47.8,8.8,5.7,11.5,50.3,9.5,4.154951578
569,164.8,70925,295754,10.2,41.2,2.61,48.7,10.5,10,18.3,,8.7,3.807095815
2183,183.3,50134,922578,15.2,40.4,2.33,44.3,10.5,14.9,17.3,58.6,7,4.815862717
97,164.5,50182,38478,12,45.9,2.37,50.5,17.8,8.2,13.4,53.7,7.9,3.244249435
105,180.9,45704,50660,18.5,39.8,2.36,45,23.6,5.9,9,47.9,8.8,5.8605919
134,183.4,45409,53992,17.8,42.8,2.4,49.3,24.5,5.7,8.7,54.2,9.3,4.80729036
141,181.6,52410,58937,12,42.7,2.45,52.8,13.1,11.8,12,61,6.7,6.002939584
128,187.3,52597,47625,11.1,45.2,2.55,48.2,24.8,5.9,12.2,48.3,9.1,4.626911005
17,194.2,49137,4712,11.4,51.9,3.38,42.7,13.5,12.9,13.8,45.8,9.7,4.529616725
134,150.9,44148,63100,16.5,42.9,2.4,50.1,13.3,6.4,13.1,56,8.7,4.741223308
196,177,49781,117635,15.1,31.8,2.54,53.5,8.1,5.7,11.8,48.6,10.6,7.816390603
3824,153.8,47547,2636735,23.4,34.4,2.74,40.1,15.5,16.5,20.1,56.9,10,5.227447022
59,173.6,47542,26957,14.3,41.4,0.0254,56,18.5,9,8.7,55.6,8.3,5.441478439
133,172,49920,64717,14.7,40.1,2.42,47.2,6.5,8.2,13,55.6,5.4,5.026285421
150,174.2,51600,71849,11.8,40.8,2.55,46.7,7.1,5.5,14.8,55.4,5.1,3.238819733
1507,169.5,51371,749600,14.2,38.5,2.41,44.1,11.8,12.5,20.3,59.7,7.7,4.726955479
115,170.1,40923,49642,18.9,41,2.5,44.5,19.1,7.5,10.1,54.6,8.9,6.043704855
2549,145.8,98312,1361350,6.7,41.3,3.03,53.2,8.7,20,23.7,61,6.4,4.449778611
2584,145.2,75459,1644518,17.7,36.6,2.09,32.9,10.5,32.6,31.6,62.5,7.5,3.548717991
506,177.1,49274,212652,13.4,42.6,2.39,47.1,9.8,9.7,13.6,57.4,7.6,4.92078633
542,173.9,48350,232500,17.7,41.2,0.0243,44,13.2,10.6,13.9,54.9,7.4,5.551134489
1011,180.4,52892,468463,16.1,38.8,2.43,44.6,10.9,13.4,19,58.5,7.2,4.874120242
228,162.9,58473,109561,11.5,43.1,2.38,50.8,9.2,9.1,17.2,60,6.4,5.349606951
628,173.6,69228,377647,13.4,36.8,2.9,49.9,13.2,9.1,17.2,59.5,7.3,5.163242125
95,184.2,46577,41582,15.5,42.2,2.43,48.4,23.3,6.2,9.6,49.9,9,4.445372013
15,205,36891,5526,21.9,43,2.44,39.8,31.7,0,8.4,49.2,12.7,7.282913165
313,181,54026,169866,12.7,39.9,2.69,53.7,18.3,6.7,17.7,58.6,9.8,4.754928419
84,177.2,38130,41265,23.5,36.8,2.33,45.1,4.7,5.4,17.5,51.1,6.2,3.120443278
288,184.9,50055,185660,15.3,37.4,2.85,53.5,20.9,6.7,14.8,59.4,8.9,5.25474016
30,205.2,38928,10013,22.2,45.2,2.43,51.6,15.9,4.3,8.1,47.9,11.6,5.365126677
119,182.2,46073,59660,18.5,37.5,2.75,49.2,18.3,6.1,14.7,55.5,10.3,5.257747099
150,194,35991,58106,22.1,42.1,2.47,44,21.5,2.3,8.8,51.1,13.1,6.174096999
147,165.7,49676,81035,16,42,2.62,57.7,15.7,4.3,14.3,,10.2,4.703203954
107,181.8,37881,44989,17.6,43.1,2.52,50,16.7,4.9,9.4,47.5,11.1,5.517241379
93,161.4,37884,34201,18.1,49,2.16,58.1,24.7,9.3,14.9,47.3,7.3,5.212083268
42,143.7,38445,21139,19.9,44,2.36,54.3,15.7,12.1,12.9,50.7,7.3,4.341957255
61,177,35930,23357,19.7,46,0.0254,47.2,13.4,0.7,9.9,46.9,14.7,3.58004827
1216,158.6,59049,1034070,15.2,34.5,2.57,45.3,14.7,15.5,28.4,65.3,8.9,5.350191695
45,180.9,36795,15246,19.2,46.7,2.36,55.7,19.3,11.7,11,46.7,8.6,3.813691779
54,153.3,38530,27548,21.1,41.1,2.52,48.8,17.9,3.1,10.6,47.5,10.5,5.65466173
240,160.3,51650,94352,15.5,45.1,2.44,55.8,14.6,8,19.7,48.9,8,3.694753236
215,189,43348,93919,18.2,41,2.52,45.3,22,7.6,13.6,53.8,11.9,6.201122458
387,164,49905,220358,18,37.8,2.33,45.8,8.9,11.5,24.7,59,8.9,4.936553568
61,189.9,32063,20426,25.8,47.1,2.35,38.6,22.1,2.3,7.2,41.3,15.9,2.454590083
206,179.9,47201,186311,14.3,26.1,2.75,54.5,7.6,3.6,13.5,43.6,11.6,9.215177413
183,157.3,60304,141354,14.1,33.3,2.47,45.2,5.8,15,25.4,61.6,6.4,4.202796852
33,151.3,43097,12781,17.9,49.8,2.36,55.1,21.3,0.6,12.7,45.9,9.7,5.096660808
93,203.9,44596,39829,18.8,37.4,2.61,47.1,9.3,6.5,12.3,53.1,10.1,5.029990529
112,169.8,45453,57611,15.4,42.1,2.67,51.7,22,6.9,14,52.4,9.8,3.014449427
33,159.5,41328,13440,17.1,47.8,2.44,56.7,8,5.2,12.3,43.9,12.7,7.827059262
98,198.1,45841,39259,18.7,508.8,2.52,47.6,22.2,5.1,11.3,53,11.9,6.140350877
255,171.8,41765,175842,23.4,31.5,2.48,39.6,7.3,10.8,19.1,57.6,12.1,4.079871327
58,156.1,45464,20366,14.7,50.9,2.3,56.1,15,9.2,18.6,48,8.8,4.746227709
293,177.5,41770,142799,16.7,40.5,2.59,52.9,19.8,4.7,10.6,56.2,9,5.037284569
113,205.3,34665,45437,24.7,39.9,2.42,43.4,23.7,1.9,8.9,,13.8,4.202401372
253,193,30414,134197,33.1,35.2,2.87,39.2,23.4,3.1,9,45.8,12.1,5.971635486
237,194.3,39606,91758,19.4,43.6,2.42,49.1,21.6,3.2,9.8,51.1,10.5,5.072603135
315,189.8,44973,139142,18,40.3,2.6,49.1,17.6,4.9,12.3,51.2,11.5,4.889016456
163,174.8,35629,66390,21.5,43.3,2.48,50.4,26.7,5.9,10.4,46,12.2,5.963398511
136,183.6,33876,63724,29,39.2,2.7,45.3,22.7,2.7,9,53.8,10.4,5.0513461
80,189.6,32782,35509,28.9,39.1,2.59,38.9,20.9,2.7,10.1,39.3,15.5,6.79431748
138,180.6,41921,60714,16.5,41.8,0.0247,51.5,21,4.5,11.4,,12.2,4.858604091
114,184.5,45065,46351,13.8,44.7,2.43,56,19,5.4,10.2,52.2,9.3,4.962317706
196,198.1,37915,72743,18.9,42.7,2.47,54.4,17.2,5.4,10,51.2,6.9,4.712239256
39,215.3,34788,14434,19.3,40.7,2.58,49.5,13.9,4.4,10.7,49.4,7.7,5.56091289
85,137,44490,33211,16.2,50.1,2.31,57.1,16.2,2.9,17.4,49.1,6.9,4.726613966
13,222.3,32773,4070,28.3,44.4,2.45,42.5,28.1,0,3.9,38,14.1,7.088989442
273,158.6,64381,222742,10.8,37.2,2.99,59.4,16,7.2,24.1,62.7,7.7,5.847110572
106,198.5,33609,44568,27,40,2.65,37.7,27.2,0.9,8.2,49.6,12.2,6.678752027
1126,155.3,66950,1024198,11.5,35.3,2.61,51.6,13,15.8,31.2,66,6.4,4.983090176
57,185.4,33869,20155,22.8,46.1,2.48,41.7,25.7,8.2,9.3,41.3,10.7,4.839989421
33,167.9,32867,12385,26.8,45.1,2.4,45.2,29.6,5.3,6.1,43.2,15.5,3.122648608
69,136,41942,52906,26.2,29.5,2.35,38.9,2.1,7.2,21.2,51.9,9.5,2.832748693
258,191.3,36890,124132,23.3,36.7,2.56,45.5,18,4.8,13,52.1,12.4,5.691592675
173,183.5,33398,68502,23.4,43.7,2.48,55.6,17.1,5.2,9.1,47.5,11.7,3.78540305
193,199.1,39268,81714,23.9,39.9,2.5,44.8,23.3,6.7,12.6,54,10.1,4.940815895
89,179.7,40801,37585,17.2,42.9,2.45,53.1,13.9,3.5,8.4,51.4,8.3,6.549178376
49,178.6,35974,17587,20.6,46.2,2.35,59.5,9.3,10,12.9,47.8,11,3.944716384
6,140,45710,2359,10.2,47.6,2.14,66.7,10.8,8.6,18.1,64.7,1.2,4.047619048
31,173.1,52376,11099,10.3,42.8,2.07,58,12.1,9.2,19.4,64.1,2.4,8.043956044
12,169.9,39342,6753,29.9,31,2.97,41.4,21.9,6.2,10.8,52.3,6.1,9.492753623
19,174.1,56965,6716,9.7,46,2.09,60.2,15.4,4.3,16.4,61.7,2.6,4.568106312
12,209.3,60946,3294,7.4,43.6,2.28,63.2,11.4,6.7,16.7,67.1,1.8,9.935897436
5,166.8,62875,2308,8.3,36.5,2.25,60.5,23,5.9,14.1,63.7,2.3,6.75
137,141.6,66734,92991,8.2,36.8,2.3,53.9,7.9,10.2,23.5,70.4,2.3,6.137971127
198,143.4,53755,171512,11.3,31.9,2.29,46.8,7,14.7,25.8,72.7,3.2,6.444608704
13,170.7,54057,3828,9,50.8,2.17,66,10.1,29.8,13.9,61.3,0.8,7.1197411
12,126,51817,5104,11.7,43.2,2.3,60.8,9.6,14.1,20.5,66.4,1.5,12.01143947
4,93.8,67344,2450,8.3,51.7,2.07,64.5,11.2,13.1,18.6,63.5,0.7,14.4
7,127.1,72018,4646,9.5,41.7,2.6,56.2,24.1,11,15.4,61.8,4.3,4.710632571
10,227.6,47596,2365,10.7,48.3,2.15,51,7.4,0,18.1,63.5,1.9,8.208955224
11,166.9,44282,3402,13.2,51.2,2.13,60.5,15.9,20.8,13.5,55.6,3.6,6.270627063
10,174.5,54593,3356,8,46.9,2.22,60.2,14.6,10.5,15.6,64.8,1.3,6.307692308
5,205.2,53420,1845,10.7,41,2.19,55.8,12.5,43.4,17.6,67.7,1,6.534090909
99,162.5,50435,70916,16.7,29.4,2.25,45.7,3,10.5,21.4,67,3.6,5.407811283
8,147.3,39679,2388,16.1,53.6,2.05,62.6,26.1,12,13.7,59.8,3.4,7.277628032
11,232.3,51192,2314,9.5,51.8,2.16,65.1,24.4,5.9,16.5,62,2,7.692307692
8,160.3,50038,2704,11.1,48.4,2.25,65.9,10.8,6.8,12.2,57.4,1.1,15.15711645
4,104.8,46923,2417,14.1,47,2.24,72.3,21.9,3,16.1,67,0.9,6.976744186
10,134.7,53721,4125,9.7,48.5,2.2,64.6,24.3,10.1,17.3,61.8,1.9,4.692082111
4,108.8,44696,1935,11.9,51.8,2.12,62.2,11.1,15.2,10.9,59.1,2.2,4.361370717
13,148.3,48887,5968,12.3,43.3,2.2,59.4,9.7,7,14.9,61.2,3.1,12.28389445
8,125.9,40258,2759,13,53.4,2.06,62.2,40.3,12.5,14.4,58.2,1.2,4.662004662
9,124.6,81209,12826,8.6,32.2,2.93,51.1,17.6,8.9,17.6,,3,8.189655172
22,153.1,56616,9744,10.1,47.1,2.18,64.2,20.2,10.8,15,58.6,1.6,6.094022055
17,151.9,74047,8853,7.3,45.6,2.31,62.8,21.6,4.2,15.6,63.2,3.2,2.630005977
56,165.2,54637,30310,9.2,38.9,2.3,57.2,7.2,8.4,19.8,70.8,3.2,5.95510765
17,196.8,66807,10331,9.3,34.8,2.83,46.1,24.4,2.7,17.6,64.9,4.7,5.573419078
13,205.3,45040,2968,10.8,52.8,1.95,58.5,4.6,10.9,15.7,59.9,0.7,10.42553191
3,137.6,62010,1846,10.6,48.5,2.3,72.5,11.6,8.9,13.7,59.1,3.6,15.4340836
22,177,56298,7091,8.9,47.2,2.14,60.2,13.4,14.9,15.2,63.1,3.5,8.209538702
10,106.5,39572,4312,11.6,46.9,2.08,58.1,16.3,21.1,13.5,60.3,0.9,9.305373526
27,164.9,51097,11630,12.3,42.5,2.2,48.5,11.4,9.6,18.1,63.5,1.2,2.600671141
16,181.4,56270,5448,8.4,44.5,2.25,56.3,20.1,8.6,14.6,64.5,2,9.291187739
6,151.7,60957,2571,7.7,39.9,2.46,60.2,28.9,1,13.4,65.7,1.6,4.896421846
28,137.7,57177,16402,9.7,38.9,2.28,54.1,6.4,6,16.8,66.1,3,6.603510727
26,216.9,35630,14649,31.6,30.3,3,38.8,22.5,2.3,16.1,48.9,4.8,6.726726727
11,188.2,58467,3876,7.3,45.3,2.22,60.9,16.2,7.3,16.7,65.9,1.2,6.284916201
4,124.8,44990,1310,16.1,52,2.05,63.2,40.7,13,12,54.7,2,4.95049505
6,259.1,33950,4370,33.6,27,3.93,27.2,27.7,1.7,13.5,,20.3,8.229665072
43,131.8,76672,32154,7.6,35,2.44,55.8,13,10,17.5,71.4,2.8,10.50256729
4,117.6,59408,1956,7.1,50.2,2.09,62.2,12.3,3.8,16.3,62.6,4,7.098765432
53,172.5,53333,21103,11.6,40.6,2.15,50.8,14.4,7.9,19.3,64.6,2.5,5.223193741
7,169.4,51961,2272,10.9,48.5,2.25,65.9,19.2,15.4,14.2,59.7,2.9,16.4556962
19,158,58995,8014,8.9,41.4,2.35,54.6,6.5,5.1,19.5,63,2.7,4.19412822
99,178.3,54366,55347,13.1,37.7,2.68,54.8,19.1,5.4,13.5,,7.6,5.87213091
424,174.3,49626,203709,13,42.2,2.6,53.8,17.7,8.6,19.3,55,7.5,5.381477705
98,195.9,41450,43943,18.1,38.8,2.68,54.4,13.5,3.6,9.1,52.1,9.1,5.95355245
51,201.7,36409,18433,20.4,41.4,2.39,49.8,20.3,6.4,8.3,54.3,8.3,7.128810226
60,212.3,36176,20838,22.7,41.4,2.52,53,16,3.6,9,46.7,11.8,5.180598555
156,194.7,37873,41053,14.9,51.5,2.23,57.5,17.6,1.3,13.1,44,7.6,4.674318905
375,166.2,57408,249672,11.9,35,2.75,59.9,14.7,9.7,19.9,60.9,4.2,5.82126689
102,198.2,39779,37222,16.9,41.4,2.45,57.7,10.6,4.3,9.3,51.6,8.4,9.035846724
33,214,32734,11094,27.4,40.6,2.39,51.6,25.1,9.2,9.2,47.5,9.4,5.141916907
15,202.4,39493,5229,18,44.9,2.4,55.7,9.4,3.9,7.3,51.4,7.2,3.101503759
66,167.6,36964,27704,17.9,44.2,2.49,56.1,23,4.2,10.5,51.9,6.2,6.345497034
38,229,29541,11027,32.1,43.4,2.36,44.9,16.7,2.3,8,,11.5,9.349593496
46,170.4,38504,22633,21.5,34,2.28,43.1,4.9,5.8,14.1,51.8,8.4,3.697749196
27,137.6,35049,13170,25,44.9,2.37,48.3,17.4,2.8,7.4,40.4,13.6,4.317548747
54,228.7,33826,15109,19.9,43.8,2.31,52.3,18.4,1.8,7.5,50.2,9.5,8.81166615
83,188.5,40555,25467,15.2,47.1,2.5,57,15.9,3.8,10.6,45.5,10.2,4.101603165
18,163.4,43201,8311,16.6,42.4,2.53,58.2,21.1,2.5,10.8,47.8,9.7,3.533190578
62,210,37495,24114,24.1,36,2.37,47.2,10.9,7.3,13.3,53.3,10.1,6.776379477
47,167.2,42348,21019,18.3,40.7,2.49,54.2,15.6,4.2,11.1,49.5,8.1,5.789245447
187,191,42851,104354,22.3,33.5,2.52,48.5,7.8,10.7,16.1,57.6,7.5,5.052358022
134,195.3,43466,61703,16.6,38.8,2.58,58,15.7,1.6,10.1,52.5,7.9,5.975420257
117,242.9,35455,48963,27.3,34.6,2.67,40.3,17,4,11.7,54.6,9.9,7.947176973
51,230.9,38597,17284,22.3,40.1,2.49,53,16.4,6.8,9.1,52,8.6,3.788634098
28,250,34018,7604,21,43.4,2.26,52.3,22.1,0.6,9.4,48.6,8.3,1.704199635
63,194,36620,24675,24.9,41.1,2.57,45.5,23.5,1.1,8.4,40.5,19.4,2.570564516
31,186.9,33028,11965,27.3,39.4,2.33,44.2,21.4,0.5,7.5,45.2,17.7,5.621925509
42,190.6,36801,18778,24,37.5,2.43,50.7,4.8,7.7,13.6,48.7,14.3,4.350706714
173,174,51436,121552,14.7,31.6,2.65,49,8.7,10.9,18,61,6.6,4.772020566
48,201.6,40404,17702,17.5,40.4,2.58,55.1,20.6,1.4,8,46.7,11,7.574180115
35,175,33347,12204,22.6,48,2.27,62.2,19.8,1,7.3,44.9,7.6,8.096280088
